,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
376,传媒大学教育基金会,"5,699,701.73","7,593,298.75","6,026,033.43","8,498,270.75","326,331.70","904,972.00",0.00,0.00,"267,120.97","226,427.14","267,120.97","226,427.14",0.0,0.00,0.00,0.00,0.00,0.00,"5,699,701.73","7,593,298.75","6,293,154.40","8,724,697.89","593,452.67","1,131,399.14","15,405,020.00","16,793,400.00","15,405,020.00","16,793,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,302500.22,46987.95,302500.22,46987.95,"15,405,020.00","16,793,400.00","15,729,230.13","16,927,574.24","324,210.13","134,174.24","9,705,318.27","9,200,101.25","9,436,075.73","8,202,876.35","-269,242.54","-997,224.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,709.91","87,186.29","21,709.91","87,186.29",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,传媒大学教育基金会,379.0
377,河仁慈善基金会,0.00,0.00,"179,646,992.82","281,976,201.75","179,646,992.82","281,976,201.75",0.00,0.00,"4,701,254.59","4,142,687.10","4,701,254.59","4,142,687.10",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"184,682,567.21","286,526,818.85","184,682,567.21","286,526,818.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"334,319.80","407,930.00","334,319.80","407,930.00",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,217500000.0,217500000.0,217500000.0,217500000.0,0.00,0.00,"223,446,346.30","227,887,681.16","223,446,346.30","227,887,681.16",0.00,0.00,"38,763,779.09","-58,639,137.69","38,763,779.09","-58,639,137.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,946,346.30","10,387,681.16","5,946,346.30","10,387,681.16",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河仁慈善基金会,2039.0
378,金龙鱼慈善公益基金会,"1,718,872.00",0.00,"18,310,725.31","23,176,311.50","16,591,853.31","23,176,311.50",0.00,0.00,"6,680.00","7,974.00","6,680.00","7,974.00",0.0,0.00,0.00,0.00,0.00,0.00,"1,718,872.00",0.00,"18,321,996.76","23,171,299.39","16,603,124.76","23,171,299.39","1,718,872.00",0.00,"17,718,872.00","24,189,944.02","16,000,000.00","24,189,944.02",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,591.45","-12,986.11","4,591.45","-12,986.11",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,816403.54,366799.17,816403.54,366799.17,"1,718,872.00",0.00,"18,545,957.30","24,556,743.19","16,827,085.30","24,556,743.19",0.00,0.00,"223,960.54","1,385,443.80","223,960.54","1,385,443.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,681.76",0.00,"10,681.76",0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,金龙鱼慈善公益基金会,3116.0
379,浙江省敏实爱心基金会,"1,249,833.56",0.00,"1,259,833.56","3,193,696.51","10,000.00","3,193,696.51",0.00,0.00,"64,312.70","88,466.63","64,312.70","88,466.63",0.0,0.00,0.00,0.00,0.00,0.00,"1,249,833.56",0.00,"1,317,430.48","3,277,457.99","67,596.92","3,277,457.99","427,900.43","1,867,081.10","2,359,622.92","52,415,489.54","1,931,722.49","50,548,408.44",0.00,"1,287,749.35",0.00,0.00,0.00,"-1,287,749.35",0.00,0.00,"-6,715.78","-4,705.15","-6,715.78","-4,705.15",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,405109.48,0.0,405109.48,"427,900.43","1,867,081.10","2,359,622.92","52,820,599.02","1,931,722.49","50,953,517.92","-821,933.13","3,154,830.45","1,042,192.44","49,543,141.03","1,864,125.57","46,388,310.58",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江省敏实爱心基金会,2286.0
380,河南省杜甫文化基金会,0.00,0.00,"48,000.00","221,600.00","48,000.00","221,600.00",0.00,0.00,"32,928.50","8,659.00","32,928.50","8,659.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"81,096.49","230,259.00","81,096.49","230,259.00",0.00,0.00,0.00,"221,600.00",0.00,"221,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.99,0.00,167.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"162,292.40","221,600.00","162,292.40","221,600.00",0.00,0.00,"81,195.91","-8,659.00","81,195.91","-8,659.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"162,292.40",0.00,"162,292.40",0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南省杜甫文化基金会,3867.0
381,中国关心下一代健康体育基金会,"7,299,237.40","7,595,515.22","7,299,237.40","7,595,515.22",0.00,0.00,0.00,0.00,"622,762.53","718,351.26","622,762.53","718,351.26",0.0,0.00,0.00,0.00,0.00,0.00,"7,299,237.40","7,595,515.22","7,919,324.78","8,325,179.19","620,087.38","729,663.97","7,941,146.10","8,568,938.00","7,954,064.60","8,568,938.00","12,918.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,675.39",535.00,"-2,675.39",535.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"7,941,146.10","8,568,938.00","7,954,064.60","8,617,541.32","12,918.50","48,603.32","641,908.70","973,422.78","34,739.82","292,362.13","-607,168.88","-681,060.65",0.00,0.00,0.24,"10,777.71",0.24,"10,777.71",0.00,0.00,0.00,"48,603.32",0.00,"48,603.32",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,中国关心下一代健康体育基金会,211.0
382,长春工业大学教育发展基金会,0.00,"20,000.00","171,147.34","179,160.00","171,147.34","159,160.00",0.00,0.00,"11,848.00","18,190.00","11,848.00","18,190.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00","186,233.34","202,127.99","186,233.34","182,127.99",0.00,"83,400.00","150,000.00","187,570.46","150,000.00","104,170.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,"83,400.00","152,536.76","239,934.74","152,536.76","156,534.74",0.00,"63,400.00","-33,696.58","37,806.75","-33,696.58","-25,593.25",0.00,0.00,"3,238.00","4,777.99","3,238.00","4,777.99",0.00,0.00,"2,536.76","52,364.28","2,536.76","52,364.28",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,长春工业大学教育发展基金会,4130.0
383,河北省清河县教育基金会,0.00,0.00,"3,627,192.00","3,299,445.00","3,627,192.00","3,299,445.00",0.00,0.00,"134,311.30","159,439.99","134,311.30","159,439.99",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,761,503.30","3,458,884.99","3,761,503.30","3,458,884.99","1,506,000.00","401,390.00","2,802,573.50","1,003,610.00","1,296,573.50","602,220.00","-708,700.00","-740,000.00",0.00,0.00,"708,700.00","740,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,180,000.00","1,830,000.00","1,180,000.00","1,830,000.00",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"1,506,000.00","401,390.00","4,656,702.74","3,427,897.43","3,150,702.74","3,026,507.43","797,300.00","-338,610.00","895,199.44","-30,987.56","97,899.44","307,622.44",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"674,129.24","594,287.43","674,129.24","594,287.43",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河北省清河县教育基金会,2064.0
384,广西国海扶贫助学基金会,0.00,0.00,"338,600.00","327,450.00","338,600.00","327,450.00",0.00,0.00,"-236,031.37",0.00,"-236,031.37",0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"103,373.63","328,503.00","103,373.63","328,503.00",0.00,0.00,"20,000.00","20,000.00","20,000.00","20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,18081.71,58172.03,18081.71,58172.03,0.00,0.00,"38,803.06","78,314.20","38,803.06","78,314.20",0.00,0.00,"-64,570.57","-250,188.80","-64,570.57","-250,188.80",0.00,0.00,805.00,"1,053.00",805.00,"1,053.00",0.00,0.00,721.35,142.17,721.35,142.17,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,广西国海扶贫助学基金会,1624.0
385,中国煤矿文化宣传基金会,0.00,0.00,"978,176.16","1,231,363.00","978,176.16","1,231,363.00",0.00,0.00,"26,719.43","23,851.77","26,719.43","23,851.77",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,004,895.59","1,255,214.77","1,004,895.59","1,255,214.77","1,000,000.00","1,500,000.00","1,000,000.00","1,550,000.00",0.00,"50,000.00","-524,018.50","-1,257,062.10",0.00,0.00,"524,018.50","1,257,062.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,706505.35,625273.21,706505.35,625273.21,"1,000,000.00","1,500,000.00","1,714,926.89","2,184,359.09","714,926.89","684,359.09","475,981.50","242,937.90","710,031.30","929,144.32","234,049.80","686,206.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,421.54","9,085.88","8,421.54","9,085.88",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,中国煤矿文化宣传基金会,251.0
386,兰州市教育发展基金会,0.00,0.00,"10,000.00","162,836.00","10,000.00","162,836.00",0.00,0.00,"4,222.50","44,511.50","4,222.50","44,511.50",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,222.50","207,347.50","14,222.50","207,347.50",0.00,0.00,"2,941,488.00","180,000.00","2,941,488.00","180,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"3,013,241.80","1,312,080.46","3,013,241.80","1,312,080.46",0.00,0.00,"2,999,019.30","1,104,732.96","2,999,019.30","1,104,732.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"71,753.80","1,132,080.46","71,753.80","1,132,080.46",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,兰州市教育发展基金会,4306.0
387,辽宁光达优抚爱心基金会,0.00,0.00,"57,185.00","12,319.20","57,185.00","12,319.20",0.00,0.00,"40,337.72","41,082.04","40,337.72","41,082.04",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"97,522.72","53,401.24","97,522.72","53,401.24",0.00,0.00,"1,000.00",0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"72,732.20",389.81,"72,732.20",389.81,0.00,0.00,"-24,790.52","-53,011.43","-24,790.52","-53,011.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"71,732.20",389.81,"71,732.20",389.81,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,辽宁光达优抚爱心基金会,2997.0
388,黑龙江工程学院教育发展基金会,0.00,0.00,0.00,"10,000.00",0.00,"10,000.00",0.00,0.00,"8,000.00",0.00,"8,000.00",0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,360.00","10,410.00","8,360.00","10,410.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"4,648.62","4,084.15","4,648.62","4,084.15",0.00,0.00,"-3,711.38","-6,325.85","-3,711.38","-6,325.85",0.00,0.00,360.00,410.00,360.00,410.00,0.00,0.00,"4,648.62","4,084.15","4,648.62","4,084.15",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,黑龙江工程学院教育发展基金会,3309.0
389,大庆市老年福利基金会,0.00,0.00,"1,238,006.99","1,085,568.33","1,238,006.99","1,085,568.33",0.00,0.00,"84,332.00","96,765.00","84,332.00","96,765.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,327,622.99","1,213,915.33","1,327,622.99","1,213,915.33",0.00,0.00,"420,000.00","501,620.00","420,000.00","501,620.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,284.00","3,637.00","5,284.00","3,637.00",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"1,101,118.91","1,156,123.93","1,101,118.91","1,156,123.93",0.00,0.00,"-226,504.08","-57,791.40","-226,504.08","-57,791.40",0.00,0.00,0.00,"27,945.00",0.00,"27,945.00",0.00,0.00,"119,618.91","91,503.93","119,618.91","91,503.93",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,"561,500.00","563,000.00","561,500.00","563,000.00",2016,大庆市老年福利基金会,1043.0
390,云南民间国际友好交流基金会,0.00,0.00,0.00,"38,018.00",0.00,"38,018.00",0.00,0.00,"3,062.16","7,990.00","3,062.16","7,990.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,062.16","46,008.00","3,062.16","46,008.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,199191.79,66567.12,199191.79,66567.12,0.00,0.00,"208,392.14","73,919.17","208,392.14","73,919.17",0.00,0.00,"205,329.98","27,911.17","205,329.98","27,911.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,200.35","7,352.05","9,200.35","7,352.05",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,云南民间国际友好交流基金会,328.0
391,河南省老龄产业发展基金会,0.00,0.00,"207,640.20","174,204.50","207,640.20","174,204.50",0.00,0.00,"39,873.16","13,985.60","39,873.16","13,985.60",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"266,603.31","188,537.75","266,603.31","188,537.75",0.00,0.00,"151,630.00","200,000.00","151,630.00","200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"151,630.00","200,001.01","151,630.00","200,001.01",0.00,0.00,"-114,973.31","11,463.26","-114,973.31","11,463.26",0.00,0.00,"19,089.95",347.65,"19,089.95",347.65,0.00,0.00,0.00,1.01,0.00,1.01,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南省老龄产业发展基金会,2149.0
392,河南省宋庆龄基金会,"130,361,631.00","4,846,883.91","135,417,685.80","5,763,297.31","5,056,054.80","916,413.40",0.00,0.00,"2,691,071.52","2,128,620.43","2,691,071.52","2,128,620.43",0.0,0.00,0.00,0.00,0.00,0.00,"130,361,631.00","4,846,883.91","138,165,328.54","7,894,026.10","7,803,697.54","3,047,142.19","129,125,610.50","4,680,621.03","129,151,072.34","4,716,226.18","25,461.84","35,605.15","-6,629,719.62",0.00,0.00,0.00,"6,629,719.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"129,125,610.50","4,680,621.03","129,163,044.17","4,716,263.71","37,433.67","35,642.68","-7,865,740.12","-166,262.88","-9,002,284.37","-3,177,762.39","-1,136,544.25","-3,011,499.51",0.00,0.00,"56,571.22","2,108.36","56,571.22","2,108.36",0.00,0.00,"11,971.83",37.53,"11,971.83",37.53,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南省宋庆龄基金会,2115.0
393,山西省晋艺嘉和文化艺术基金会,0.00,0.00,"309,436.39","461,727.91","309,436.39","461,727.91",0.00,0.00,"94,889.43","69,018.88","94,889.43","69,018.88",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"404,325.82","530,746.79","404,325.82","530,746.79",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"13,309.57","10,913.94","13,309.57","10,913.94",0.00,0.00,"-391,016.25","-519,832.85","-391,016.25","-519,832.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,309.57","10,913.94","13,309.57","10,913.94",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,山西省晋艺嘉和文化艺术基金会,3591.0
394,青海省青年创业就业基金会,0.00,"83,000.00",0.00,"83,000.00",0.00,0.00,0.00,0.00,"9,763.00",0.00,"9,763.00",0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,"9,763.00",费用合计,0.00,0.00,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,114,722.38",0.00,"14,114,722.38",0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"14,114,722.38",0.00,"14,131,811.40","43,106.85","17,089.02","43,106.85","14,114,722.38","-83,000.00","14,122,048.40","-39,893.15","7,326.02","43,106.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,089.02","43,106.85","17,089.02","43,106.85",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,青海省青年创业就业基金会,4347.0
395,金华职业技术学院教育发展基金会,"342,150.00","418,770.00","2,222,200.00","2,968,942.00","1,880,050.00","2,550,172.00",0.00,0.00,"190,241.50","35,850.00","190,241.50","35,850.00",0.0,0.00,0.00,0.00,0.00,0.00,"342,150.00","418,770.00","2,412,441.50","3,004,792.00","2,070,291.50","2,586,022.00","268,449.97","170,170.00","1,365,949.97","1,456,470.00","1,097,500.00","1,286,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,260,000.00","1,360,000.00","1,260,000.00","1,360,000.00",,,,,,,0.0,0.0,11041.1,0.0,11041.1,0.0,"367,449.97","404,170.00","4,489,950.71","4,668,124.80","4,122,500.74","4,263,954.80","25,299.97","-14,600.00","2,077,509.21","1,663,332.80","2,052,209.24","1,677,932.80",0.00,0.00,0.00,0.00,0.00,0.00,"99,000.00","234,000.00","1,852,959.64","1,851,654.80","1,753,959.64","1,617,654.80",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,金华职业技术学院教育发展基金会,3111.0
396,云南士恒教育基金会,0.00,0.00,"749,189.02","1,072,680.41","749,189.02","1,072,680.41",0.00,0.00,"27,489.90","30,526.54","27,489.90","30,526.54",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"842,308.57","1,103,721.95","842,308.57","1,103,721.95",0.00,0.00,"750,000.00","1,130,000.00","750,000.00","1,130,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"65,153.05",0.00,"65,153.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"750,000.08","1,132,321.44","750,000.08","1,132,321.44",0.00,0.00,"-92,308.49","28,599.49","-92,308.49","28,599.49",0.00,0.00,476.60,515.00,476.60,515.00,0.00,0.00,0.08,"2,321.44",0.08,"2,321.44",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,云南士恒教育基金会,319.0
397,中华少年儿童慈善救助基金会,"101,775,127.37","201,634,696.50","105,221,447.62","209,035,247.17","3,446,320.25","7,400,550.67",0.00,0.00,"3,289,984.20","4,034,227.37","3,289,984.20","4,034,227.37",0.0,0.00,0.00,0.00,0.00,0.00,"102,918,242.60","204,213,003.28","111,004,183.69","215,673,667.82","8,085,941.09","11,460,664.54","184,800,477.80","334,446,402.04","190,672,076.79","337,063,209.42","5,871,598.99","2,616,807.38","-4,631,140.22","-5,515,426.23",0.00,0.00,"4,631,140.22","5,515,426.23","1,143,115.23","2,578,306.78","2,492,751.87","2,604,193.28","1,349,636.64","25,886.50",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,3674020.29,7054274.49,3674020.29,7054274.49,"184,800,477.80","334,446,402.04","194,358,556.89","344,139,478.06","9,558,079.09","9,693,076.02","77,251,094.98","124,717,972.53","83,354,373.20","128,465,810.24","6,103,278.22","3,747,837.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,459.81","21,994.15","12,459.81","21,994.15",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,中华少年儿童慈善救助基金会,184.0
398,浙江省余姚中学奖教奖学基金会,"2,782,100.00","1,472,789.30","8,770,041.80","5,430,706.20","5,987,941.80","3,957,916.90",0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,"2,782,100.00","1,472,789.30","8,832,500.30","5,430,706.20","6,050,400.30","3,957,916.90","2,782,100.00","1,273,789.30","9,355,914.00","6,019,570.20","6,573,814.00","4,745,780.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"2,782,100.00","1,273,789.30","9,368,131.82","6,057,120.73","6,586,031.82","4,783,331.43",0.00,"-199,000.00","535,631.52","626,414.53","535,631.52","825,414.53",0.00,0.00,"62,458.50",0.00,"62,458.50",0.00,0.00,0.00,"12,217.82","37,550.53","12,217.82","37,550.53",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江省余姚中学奖教奖学基金会,2256.0
399,河北省三宝佛教慈善基金会,0.00,"437,799.20","13,996.00","923,541.50","13,996.00","485,742.30",0.00,0.00,250.00,"86,163.10",250.00,"86,163.10",0.0,0.00,0.00,0.00,0.00,0.00,0.00,"437,799.20","14,246.00","1,009,704.60","14,246.00","571,905.40","197,800.00","330,906.96","200,524.00","367,621.10","2,724.00","36,714.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"197,800.00","330,906.96","207,255.71","370,279.05","9,455.71","39,372.09","197,800.00","-106,892.24","193,009.71","-639,425.55","-4,790.29","-532,533.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,731.71","2,657.95","6,731.71","2,657.95",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河北省三宝佛教慈善基金会,4668.0
400,河南大相国寺慈善基金会,0.00,0.00,"28,040.00","25,000.00","28,040.00","25,000.00",0.00,0.00,"45,882.00","38,760.00","45,882.00","38,760.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"73,922.00","63,760.00","73,922.00","63,760.00",0.00,0.00,"21,785.00",565.00,"21,785.00",565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"22,404.92",807.35,"22,404.92",807.35,0.00,0.00,"-51,517.08","-62,952.65","-51,517.08","-62,952.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.92,242.35,619.92,242.35,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南大相国寺慈善基金会,2086.0
401,凯风公益基金会,0.00,0.00,"4,049,136.99","4,406,420.99","4,049,136.99","4,406,420.99",0.00,0.00,"333,875.97","221,892.06","333,875.97","221,892.06",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,384,790.96","4,628,313.05","4,384,790.96","4,628,313.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,778.00",0.00,"1,778.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,10190055.54,0.0,10190055.54,0.0,0.00,0.00,"11,466,639.40","567,273.81","11,466,639.40","567,273.81",0.00,0.00,"7,081,848.44","-4,061,039.24","7,081,848.44","-4,061,039.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,276,583.86","567,273.81","1,276,583.86","567,273.81",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,凯风公益基金会,468.0
