	address	cert_valid_thru	dist	est_date	init_fund	inst_nm	inst_type	phone_num	prov	reg_dept	repre	spv_dept	status	uscc	website	wrk_domain
389	天津市河西区郁江道３０号宏展大厦１５０７室	2017-08-09 至 2021-08-08		2011-09-28	200.00 （单位：元 / 万元）	天津市宏志教育基金会	基金会	23357070		天津市民政局	谷雨	天津市教育委员会	正常	53120000666132990T		筹集社会资金、增加教育经费来源，推动教育事业的发展。
390	天津市北辰区双街镇汉沟京津公路东侧智谷园１号楼１门３０３室	2017-08-10 至 2021-08-09		2007-04-27	200.00 （单位：元 / 万元）	天津市冬朋助学基金会	基金会	26970878		天津市民政局	姚虹	天津市教育委员会	正常	53120000668804551Q		从事教育公益事业及其他公益活动；基金管理、运营；接受捐赠。
391	天津市南开区复康路２４号	2017-08-09 至 2021-08-08		2007-11-22	200.00 （单位：元 / 万元）	天津市华夏器官移植救助基金会	基金会	87636202		天津市民政局	潘澄	天津市卫生和计划生育委员会	正常	5312000066881918XP		救助器官移植贫困患者，支持相关科研、教育、对外交往、药物研制和应用等。
392	天津市西青区宾水西道３９１号２６号楼５１６	至		2012-02-25	200.00 （单位：元 / 万元）	天津理工大学教育发展基金会	基金会	23679328		天津市民政局	马建标	天津市教育委员会	正常	531200006714780721		接受社会捐赠，支持天津理工大学教育事业发展。
393	内蒙古自治区呼和浩特锡林南路２１８号	2011-01-01 至 2012-12-31		2006-04-21	200.00 （单位：元 / 万元）	内蒙古电力公司扶贫济困基金会	基金会	0471-622115		内蒙古自治区民政厅	李燕	自治区人民政府国有资产监督管理委员会	正常	53150000783038370Q		扶贫
394	内蒙古自治区呼和浩特赛罕区水上公园北街８草原文化会所三楼３２１室	2009-01-01 至 2010-12-31		2006-04-10	400.00 （单位：元 / 万元）	内蒙古草原文化保护发展基金会	基金会	0471-592067		内蒙古自治区民政厅	葛健	内蒙古自治区社会科学院	正常	53150000783038426U		文化
395	内蒙古自治区呼和浩特新城海拉尔大街１５号	2012-01-01 至 2013-12-31		2006-07-25	200.00 （单位：元 / 万元）	内蒙古自治区公安民警优抚基金会	基金会	0471-655003		内蒙古自治区民政厅	李静	内蒙古自治区公安厅	正常	531500007870972048		nan
396	内蒙古自治区呼和浩特赛罕敕勒川大街１号	2010-01-01 至 2012-12-31		2008-05-22	0.00 （单位：元 / 万元）	内蒙古社会治安见义勇为基金会	基金会	13087105599		内蒙古自治区民政厅	陶健	内蒙古自治区综治委	正常	53150000K05450110B		公益活动
397	呼市赛罕区大学西路２３５号	至		2017-02-08	400.00 （单位：元 / 万元）	内蒙古大学教育发展基金会	基金会			内蒙古自治区民政厅	付文军	内蒙古自治区教育厅	正常	53150000MJ2227013E		nan
398	内蒙古自治区呼和浩特市赛罕区大学东路亚辰大厦７楼Ａ７０７室	2015-11-01 至 2017-02-01		2015-11-18	200.00 （单位：元 / 万元）	内蒙古山路光伏扶贫基金会	基金会	0471-436130		内蒙古自治区民政厅	吕艳萍	直接登记	正常	53150000MJ222703X1		募集、使用、管理基金；捐助、补贴贫困家庭；承接政府委托的相关活动
399	内蒙古自治区呼和浩特市锡林南路盈嘉国际４０４室	2015-12-16 至 2017-12-31		2015-12-16	400.00 （单位：元 / 万元）	内蒙古光彩事业基金会	基金会	0471-481157		内蒙古自治区民政厅	李献平	直接登记	正常	53150000MJ22270481		募集、使用、管理基金；捐助、补贴贫困家庭；承接政府委托的相关活动
400	内蒙古自治区呼伦贝尔市海拉尔区巴彦托海路万豪酒店Ｂ座写字楼自然楼层１２层１２０３室	至		2015-11-16	200.00 （单位：元 / 万元）	内蒙古何文公益基金会	基金会	0470-356597		内蒙古自治区民政厅	何文	直接登记	正常	53150000MJ2227056U		开展捐资助学、救灾抢险、抗击疫情、扶贫济困等领域的各项公益慈善活动；接受管理使用捐赠资金；支持和资助各类弘扬传统文化及中华优秀传统文化产业的基地建设和各类机构
401	内蒙古自治区巴彦淖尔临河区东环办事处	2010-12-17 至 2011-12-31		2010-12-17	400.00 （单位：元 / 万元）	内蒙古河套文化发展基金会	基金会	0478-158478		内蒙古自治区民政厅	李刚	内蒙古自治区文化厅	正常	53150000MJ2227064N		基金会
402	内蒙古自治区包头市昆区民族东路１８号	2002-12-07 至 2018-12-31		2002-12-07	200.00 （单位：元 / 万元）	包头市扶贫基金会	基金会	0472-511137		内蒙古自治区民政厅	秦艳敏	包头市扶贫办	正常	53150000MJ2227072H		扶贫
403	内蒙古自治区呼和浩特新华大街５５号	1998-01-01 至 2002-12-31		1991-02-28	220.00 （单位：元 / 万元）	乌兰夫基金会	基金会	0471-459080		内蒙古自治区民政厅	沈超英	内蒙古自治区广播电影电视局	正常	53150000MJ2227347Y		公募
404	内蒙古自治区乌兰浩特罕山中路３６号兴安盟教育局	2006-07-13 至 2008-12-31		2004-05-19	200.00 （单位：元 / 万元）	兴安盟人民教育基金会	基金会	0482-822160		内蒙古自治区民政厅	尚国学	兴安盟教育局	正常	53150000MJ2227718M		扶贫
405	内蒙古自治区呼和浩特市公园南路３９号银都大厦Ｂ座７１２室	至		2016-02-29	200.00 （单位：元 / 万元）	内蒙古伊利公益基金会	基金会	3350149		内蒙古自治区民政厅	胡利平	直接登记	正常	53150000MJ2227785K		接受捐赠，合法管理，使用捐赠资金；对重大突发性灾害的救助；开展扶贫助残、助学、教育、医疗水平、环境领域等公益活动
406	内蒙古自治区呼和浩特市鄂尔多斯东街１２号银联大厦１３层	至		2016-03-14	200.00 （单位：元 / 万元）	内蒙古沪蒙资本市场发展基金会	基金会	3969195		内蒙古自治区民政厅	李海芳	内蒙古自治区人民政府金融工作办公室	正常	53150000MJ2227793E		接受捐赠，合法管理，使用捐赠资金；资助开展内蒙古地区证券期货行业人才培训、项目培训工作及投资者培训工作
407	内蒙古自治区呼和浩特市赛罕区巨海城９区Ａ座５１２	至		2016-03-09	200.00 （单位：元 / 万元）	内蒙古纳贡蒙医公益基金会	基金会	13947108257		内蒙古自治区民政厅	阿茹娜	直接登记	正常	53150000MJ22278064		设立“苏荣扎布蒙医学奖”；为蒙医药重大科研提供支持；资助品学兼优的蒙医大学生
408	内蒙古自治区伊金霍洛旗阿镇文明路北	2012-10-18 至 2013-12-31		2009-12-04	400.00 （单位：元 / 万元）	伊金霍洛旗扶贫基金会	基金会	13947792768		内蒙古自治区民政厅	赫宝	伊金霍洛旗扶贫办	正常	53150000MJ2227814Y		基金会
409	内蒙古自治区呼和浩特市回民区环河街３３号呼和浩特市第一中学新华楼６０８号	至		2016-05-13	200.00 （单位：元 / 万元）	内蒙古擎源教育基金会	基金会	15848176691		内蒙古自治区民政厅	程月云	直接登记	正常	53150000MJ2227822R		奖学、奖教；资助困难学生和救助特困教师
410	长春市朝阳区永春镇长岭村	1899-12-30 至 1899-12-30		2005-03-15	0.00 （单位：元 / 万元）	吉林省交通助老基金会	基金会	85597346		吉林省民政厅	韩增义	吉林省交通厅	正常	53220000771069030X		管理使资金，资助社会福利机构开展老年福利服务工作．
411	长春市新民主大街７２号	1899-12-30 至 1899-12-30		2005-04-13	0.00 （单位：元 / 万元）	吉林大学第一医院医学发展和医学援助基金会	基金会	88782343		吉林省民政厅	张东航	吉林省卫生厅	正常	53220000771069065G		资助吉林大学第一医院新技术新疗法的推广应用，援助在院就医的生活特别困难的患者。
412	长春市人民大街１５５１Ａ号	2010-12-01 至 2010-12-01		2010-12-01	1000.00 （单位：元 / 万元）	吉林省人才开发基金会	基金会	88792353		吉林省社会组织管理局	李耀民	中共吉林省委组织部	正常	53220000782643835P		人才开发基金筹集、管理和使用。
413	长春市大经路１８９８号	2006-08-28 至 2006-08-28		2006-08-28	220.00 （单位：元 / 万元）	长春市残疾人福利基金会	基金会	88652613		吉林省社会组织管理局	甘琳	长春市残疾人福利基金会	正常	53220000791128800Q		募集、管理和使用残疾人福利基金
414	延吉市公园路９７７号	2014-07-25 至 2014-07-25		2014-07-25	200.00 （单位：元 / 万元）	延边大学教育基金会	基金会	0433-2732524		吉林省社会组织管理局	朴永浩	吉林省教育厅	正常	532200007952087012		奖励教师、学生，资助贫困学生、教学和科研、捐助协议明确的其他社会公益慈善活动。
415	nan	1899-12-30 至 1899-12-30		1899-12-30	0.00 （单位：元 / 万元）	吉林省国信慈善基金会	基金会			吉林省民政厅			正常	53220000MJ3727001L		nan
416	nan	1899-12-30 至 1899-12-30		1899-12-30	0.00 （单位：元 / 万元）	吉林市惠民爱心基金会	基金会			吉林省民政厅			正常	53220000MJ372701XC		nan
417	nan	1899-12-30 至 1899-12-30		1899-12-30	0.00 （单位：元 / 万元）	吉林省文投公益基金会	基金会			吉林省民政厅			正常	53220000MJ3727028C		nan
418	长春市绿园区青川路１７－１号	2016-03-22 至 2020-03-21		2016-03-22	200.00 （单位：元 / 万元）	吉林省阳光教育发展基金会	基金会			吉林省社会组织管理局	王祖新	吉林省民政厅	正常	53220000MJ37270367		支持民办教育事业发展，改善民办学校办学条件和教师待遇；资助民办学校开展教学科研活动；资助民办学校困难教职工；奖励民办学校优秀教师和品学兼优的学生。
419	新发路１０００号	2016-04-11 至 2020-04-10		2016-04-11	200.00 （单位：元 / 万元）	吉林省监狱系统抚慰救助基金会	基金会			吉林省社会组织管理局	张开吉	吉林省监狱管理局	正常	53220000MJ3727052W		抚慰烈士、因公牺牲和死亡的狱警家属；救助烈士、因公牺牲和死亡的狱警家属；抚慰因公伤残的监狱在职民警职工；救助监狱在职的困难民警职工；资助烈士、因公牺牲和在职困难民警职工子女完成学业。
420	吉林省长春市经济技术开发区临河街５４４５号圣豪汇商大厦１７层	2016-05-12 至 2020-05-11		2016-05-12	200.00 （单位：元 / 万元）	吉林省东泽爱心基金会	基金会			吉林省社会组织管理局	王劲松	吉林省民政厅	正常	53220000MJ3727060P		资助残疾人、困难群众。
421	吉林省长春市高格蓝湾３８幢１２６号房	2016-06-02 至 2020-06-01		2016-06-02	500.00 （单位：元 / 万元）	吉林省丰琪慈善基金会	基金会			吉林省社会组织管理局	李德辉	吉林省民政厅	正常	53220000MJ3727079L		资助城乡特困失独、孤寡老人改善生活；对患病孤寡老人施行医疗费用救助。
422	吉林省长春市临河街１１４６号	2016-06-02 至 2020-06-01		2016-06-02	500.00 （单位：元 / 万元）	吉林省同力慈善基金会	基金会			吉林省社会组织管理局	高晓亮	吉林省民政厅	正常	53220000MJ3727087F		资助贫困、品学兼优的初、高中学生完成学业；资助监护人无劳动能力的孤儿完成学业。
423	吉林省长春市南关区亚泰大街１１６９号	2016-07-26 至 2020-07-25		2016-07-26	200.00 （单位：元 / 万元）	吉林省宏大公益基金会	基金会			吉林省社会组织管理局	丁丽波	吉林省民政厅	正常	53220000MJ3727095A		资助贫困地区开展健康扶贫工作及医疗救助；资助农村乡镇卫生所提高医疗服务能力；资助贫困学子完成学业；开展其他符合基金会宗旨的公益活动。
424	长春市南关区人民大街１８２号	2016-07-26 至 2020-07-25		2016-07-26	200.00 （单位：元 / 万元）	吉林省防盲治盲救助基金会	基金会			吉林省社会组织管理局	崔玉宝	吉林省民政厅	正常	53220000MJ37271080		开展对贫困眼疾患者的救助工作；开展社区眼科疾病的普查和预防宣传工作。
425	nan	1899-12-30 至 1899-12-30		1899-12-30	0.00 （单位：元 / 万元）	吉林华星公益基金会	基金会			吉林省民政厅			正常	53220000MJ3727116T		nan
426	nan	1899-12-30 至 1899-12-30		1899-12-30	0.00 （单位：元 / 万元）	吉林省国康医疗救助基金会	基金会			吉林省民政厅			正常	53220000MJ3727124M		nan
427	延吉市长白山西路９３９９号	2016-08-29 至 2020-08-28		2016-08-29	400.00 （单位：元 / 万元）	延边体育发展基金会	基金会			吉林省社会组织管理局	于长龙	延边朝鲜族自治州体育局	正常	53220000MJ3727132G		资助和开展竞赛活动；资助和开展体育事业发展的管理、宣传、教育、学术交流和培训活动；支持和资助体育事业发展的科学研究、科技开发和示范项目；资助和传承朝鲜族传统体育事业社会发展；资助和开展其他项目及活动。
428	长春市新城大街５０８８号	2017-07-27 至 2021-07-27		2017-07-27	225.00 （单位：元 / 万元）	吉林建筑大学教育发展基金会	基金会	0431-84566471		省民政厅行政审批办公室	王世栋		正常	53220000MJ4167923M	http://	支持吉林建筑大学教育事业的发展，改善办学条件；设立奖学金、助学金、奖教金；资助教学、科研及学术交流活动。
429	上海市黄浦区龙华东路868号办公楼A区22楼2201室	2013-09-30 至 2013-09-30		1993-08-13	1400.00 （单位：元 / 万元）	上海发展研究基金会	基金会	62188752		上海市社会团体管理局	乔依德	上海市人民政府发展研究中心	正常	5331000050177483X8	www.sdrf.org.cn	募集、运作资金，研究、交流、资助、奖励经济、社会、城市发展决策咨询项目。
430	上海市静安区陕西北路３６９号	2014-12-09 至 2019-04-27		1993-12-08	400.00 （单位：元 / 万元）	上海宋庆龄基金会	基金会	12345678910			鲁平	上海市民政局,中国福利会	正常	53310000501775082K		募集、增值与管理基金，接受捐赠，开发、实施、支持和资助与妇女儿童等弱势群体相关的公益项目。
431	上海市徐汇区斜土路２０８４弄７号３楼	2016-05-13 至 2016-05-13		1994-02-08	14400.00 （单位：元 / 万元）	上海市教育发展基金会	基金会	64225118		上海市社会团体管理局	王荣华	上海市教育委员会	正常	53310000501775269J	www.shedf.org.cn	接受捐赠，筹集、管理、使用资金资助教育，服务、促进上海市教育事业的发展。（涉及行政许可的，凭许可证开展业务）
432	上海市黄浦区淮海中路622弄7号社科大楼462室	2015-01-27 至 2015-01-27		1994-03-21	600.00 （单位：元 / 万元）	上海国际经济交流基金会	基金会	53061095		上海市社会团体管理局	潘世伟	上海市人力资源和社会保障局	正常	533100005017753309		资助与支持:国内外经济问题的合作与交流;国内外培训、考察；经济问题的咨询、研究.
433	上海市浦东新区茂兴路90号21D	2015-05-15 至 2015-05-15		1994-04-01	900.00 （单位：元 / 万元）	上海浦东新区社会发展基金会	基金会	58393228		上海市社会团体管理局	姜家旺	上海市民政局	正常	5331000050177539X9	www.pfjjh-sh.com	募集、管理、使用基金,开展有利于推进浦东新区社会事业发展的公益活动。
434	上海市静安区江宁路958号301室	2016-07-15 至 2016-07-15		2005-01-27	1500.00 （单位：元 / 万元）	上海市爱心帮教基金会	基金会	62277581、62661622		上海市社会团体管理局	霍超英	上海市司法局	正常	533100005017754615		资助对违法犯罪特殊群体开展教育、矫治、培训、救助、心理辅导等活动.
435	上海市黄浦区制造局路88号	2016-07-02 至 2016-07-02		1994-05-06	46000.00 （单位：元 / 万元）	上海市慈善基金会	基金会	63773280		上海市社会团体管理局	冯国勤	上海市民政局	正常	53310000501775488W	www.scf.org.cn	募集、管理基金，资助和举办慈善公益项目。
436	上海市中山中路２０７号	2003-03-03 至 2003-07-31		1994-06-08	300.00 （单位：元 / 万元）	上海市松江区人民教育基金会	基金会				尹逢德	上海市松江区教育局	正常	53310000501775541Q		筹集管理基金，表彰、奖励优秀教育工作者，资助、兴办有关教育事业。＃
437	上海市中山东一路１４号Ｆ２０５室	2005-03-25 至 2010-03-24		1994-12-29	4000.00 （单位：元 / 万元）	上海市社会帮困基金会	基金会				王耀羲	上海市总工会	正常	53310000501775904L		筹集管理资金、为本市困难职工以及其他特困人员提供帮困。
438	上海市徐汇区华山路831号	2017-03-07 至 2017-03-07		1995-04-07	26000.00 （单位：元 / 万元）	上海市拥军优属基金会	基金会	64712956		上海市社会团体管理局	周太彤	上海市民政局	正常	53310000501776042N		筹集、管理、使用拥军优属基金。
439	上海市闸北区延长中路451弄19号307室	2013-04-24 至 2013-04-24		1995-10-25	870.00 （单位：元 / 万元）	上海市闸北区教育基金会	基金会	56635028		上海市社会团体管理局	顾平龙	上海市教育委员会	正常	533100005017763099		筹集、管理和使用国内、国外社会团体和其他组织及个人捐赠的资金.
440	上海市静安区威海路489号2301、2312室	2016-07-04 至 2016-07-04		1996-02-14	6000.00 （单位：元 / 万元）	上海汽车工业科技发展基金会	基金会	22011226		上海市社会团体管理局	沈浩明	上海市经济和信息化委员会	正常	53310000501776472G	www.saic-stdf.com	资助课题研究，提供技术服务，推广高新技术和产品，培训人才，汽车品牌、文化建设。
441	上海市徐汇区长乐路339弄甲支弄9号	2015-11-24 至 2015-11-24		1999-05-27	4000.00 （单位：元 / 万元）	上海唐君远教育基金会	基金会	54049788		上海市社会团体管理局	唐英年	中共上海市委统战部	正常	53310000501777387J	www.junyuan.org	奖励优秀学生、教师；支助贫困学生；捐赠教学设施；捐助有关教育及其他教育为主的社会公益项目。（涉及行政许可的，凭许可证开展业务）
442	上海市黄浦区淮海中路381号中环广场17-25	2016-09-14 至 2016-09-14		2016-09-14	200.00 （单位：元 / 万元）	上海千众慈善基金会	基金会	63912568		上海市社会团体管理局	张骥	上海市民政局	正常	53310000MJ49503873		资助贫困人群，实施扶残、济困等慈善救济项目。（涉及行政许可的，凭许可证开展业务）
443	上海市浦东新区张衡路528号贵宾楼四楼417室	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海四明医学发展基金会	基金会	20256060		上海市社会团体管理局	马俊坚	上海市卫生和计划生育委员会	正常	53310000MJ4950395X		资助各项医疗、教学、科研项目；资助医疗设施、设备及院区的改善；资助医学人才培养项目，帮扶贫困人群；资助医学发展合作项目。（涉及行政许可的，凭许可证开展业务）
444	上海市徐汇区龙启路258号9层1009室	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海市青橄榄树公益基金会	基金会	18621360790		上海市社会团体管理局	丛峰松	上海市民政局	正常	53310000MJ4950408K	www.minipy.org	资助困境儿童及其生活困难的家庭；资助关爱困境儿童的公益活动与项目。（涉及行政许可的，凭许可证开展业务）
445	上海市浦东新区碧波路690号8幢501-08室	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海惠爱公益基金会	基金会	13761912209		上海市社会团体管理局	郭正庆	上海市民政局	正常	53310000MJ4950416E		资助、开展帮困助老公益项目。（涉及行政许可的，凭许可证开展业务）
446	上海市黄浦区北京东路666号F座11C室	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海市志趣公益基金会	基金会	13381181557		上海市社会团体管理局	施建雯	上海市精神文明建设委员会办公室	正常	53310000MJ49504249		资助志愿服务组织及志愿者服务项目，奖励对志愿服务事业有贡献的社会组织和个人，资助开展符合章程规定的活动。（涉及行政许可的，凭许可证开展业务）
447	上海市松江区宝胜路16号办公楼2楼	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海依视路视力健康基金会	基金会	33317525-8517		上海市社会团体管理局	许定波	上海市卫生和计划生育委员会	正常	53310000MJ49504324		资助和开展视力普查、矫正等公益活动；资助和开展视觉健康知识的宣传普及活动；资助和开展与视觉健康相关的其他公益活动。（涉及行政许可的，凭许可证开展业务）
448	上海市静安区乌鲁木齐中路12号6号楼12楼2203室	2016-09-22 至 2016-09-22		2016-09-22	200.00 （单位：元 / 万元）	上海周良辅医学发展基金会	基金会	52887217		上海市社会团体管理局	毛颖	上海市卫生和计划生育委员会	正常	53310000MJ4950440Y		资助贫困人群就医，资助医学创新科研项目和优秀医学人才队伍的建设，资助改善基础医疗设施设备。（涉及行政许可的，凭许可证开展业务）
449	上海市浦东新区峨山路613号第11幢B109室	2016-09-28 至 2016-09-28		2016-09-28	200.00 （单位：元 / 万元）	上海映绿公益发展基金会	基金会	58402670		上海市社会团体管理局	张彬	上海市民政局	正常	53310000MJ4950459U		资助优秀公益人才；资助公益创新项目；资助公益组织与人才培育；支持公益研究和交流等项目。（涉及行政许可的，凭许可证开展业务）
450	上海市松江区洞泾镇沈砖公路6000弄4号323室	2016-10-20 至 2016-10-20		2016-10-20	200.00 （单位：元 / 万元）	上海市文社艺术基金会	基金会	67879231		上海市社会团体管理局	蔡琛琦	上海市文化广播影视管理局	正常	53310000MJ4950467N		资助本市文化艺术展示、创新和交流活动；资助艺术创新型人才培养；资助典藏艺术品机构和艺术资料库的建立。（涉及行政许可的，凭许可证开展业务）
451	上海市浦东新区东方路3261号振华企业广场B座6层615室	2016-10-25 至 2016-10-25		2016-10-25	800.00 （单位：元 / 万元）	上海银科公益基金会	基金会	17721018836		上海市社会团体管理局	徐婷	上海市民政局	正常	53310000MJ4950483C		扶贫帮困；赈灾救助；资助生活困难的学生。（涉及行政许可的，凭许可证开展业务）
452	南京市浦口区黄山岭路１９号	至			400.00 （单位：元 / 万元）	南京市浦口区见义勇为基金会	基金会				马鸿润	江苏省公安厅	正常	53320000509159831C		接受政府资助和社会捐赠；组织开展募捐活动；奖励见义勇为人员。
453	滨海县行政办公中心６０６室	至			1000.00 （单位：元 / 万元）	江苏宏大青少年人才发展基金会	基金会				茆广素	共青团江苏省委	正常	5332000050915984X4		接受政府资助和社会捐赠；资助贫困学生完成学业；资助突出贡献的师生；支持青年就业创业；支持青少年人才事业的发展。
454	盐城市开放大道７２号	至			200.00 （单位：元 / 万元）	江苏博爱助困基金会	基金会				李成东	江苏省民政厅	正常	533200005091598584		接受社会捐赠和资助；资助贫困群体医疗健康及就业培训，资助城乡弱势群体基本生活，慈善公益宣传。
455	苏州市姑苏区东大街２８４号	至			400.00 （单位：元 / 万元）	苏州市残疾人福利基金会	基金会				俞奕	江苏省残联	正常	53320000509159866Y		接受政府资助和社会捐赠；组织募捐；资助特困残疾人康复、教育、就业和基本生活；支持残疾人事业发展。
456	南京市溧水区永阳镇毓秀路１６８号	至			400.00 （单位：元 / 万元）	南京市溧水区见义勇为基金会	基金会				邱训成	江苏省公安厅	正常	53320000509159874R		接受政府资助和社会捐赠；组织开展募捐活动；奖励见义勇为人员。
457	常州市黄河西路８８８号２０５室	至			1000.00 （单位：元 / 万元）	江苏省豪爵慈善基金会	基金会				陈新星	江苏省民政厅	正常	53320000509159882L		接受政府资助和社会捐赠；开展济困、赈灾、助残、助孤、安老、助医、助学等社会救助活动；规范运作，不断扩大资金覆盖面。
458	南京市江宁区弘景大道９９号	至			500.00 （单位：元 / 万元）	金陵科技学院教育发展基金会	基金会					江苏省教育厅	正常	53320000509159890F		接受政府资助和社会捐赠；资助贫困学生；奖励优秀师生；支持学院的建设与发展。
459	盐城市牡丹花园１－４号	至			200.00 （单位：元 / 万元）	江苏盐阜扶贫济困基金会	基金会				王选林	江苏省民政厅	正常	533200005091599035		以人为本，扶贫济困，关爱社会贫困弱势群体，为构建和谐社会做出贡献
460	无锡市钱荣路６８号	至			400.00 （单位：元 / 万元）	无锡太湖学院教育发展基金会	基金会				魏网珍	江苏省教育厅	正常	533200005091599110		接受政府资助和社会捐赠；资助在校贫困学生完成学业；奖励有突出贡献的优秀师生；支持太湖学院的建设和发展。
461	南京市北京西路６９号华荟大厦３１８室	至			200.00 （单位：元 / 万元）	江苏省关心下一代基金会	基金会				王学成	江苏省关工委	正常	53320000509159938P		接受社会捐赠与政府资助，资助青少年困难群体，资助与关心下一代工作有关的咨询服务、专业培训和业务交流，支持和关心下一代工作的建设与发展
462	无锡市高浪西路１６００号	至			500.00 （单位：元 / 万元）	无锡职业技术学院教育发展基金会	基金会				朱爱胜	江苏省教育厅	正常	53320000509159946J		接受政府资助与社会捐赠；资助贫困学生，奖励优秀师生；支持学院建设与发展。
463	扬州市文昌西路８号	至			200.00 （单位：元 / 万元）	扬州市翔宇妇女儿童基金会	基金会				石晓瑛	江苏省妇女联合会	正常	53320000509159954D		接受政府资助和社会捐赠；为贫困妇女儿童提供资助；开展有利于妇女儿童发展的公益活动
464	南京市草场门大街９９号	至			200.00 （单位：元 / 万元）	南京新城市慈善基金会	基金会				葛瑜	江苏省民政厅	正常	533200005091599628		接受社会捐赠与政府资助，资助城乡特困人员就医、就学和基本生活，资助其他公益事业的发展
465	南京市江宁区弘景大道３６６６号	至			300.00 （单位：元 / 万元）	江苏中外大学女校长教育发展基金会	基金会					江苏省教育厅	正常	533200005091599890		接受政府资助和社会捐赠；开展中外大学女校长国际交流；资助女大学生成才与就业。
466	南京市沿江工业开发区葛关路６２５号南京化工职业技术学院致远楼７１８室	至			300.00 （单位：元 / 万元）	南京科技职业学院教育发展基金会	基金会				李子全	江苏省教育厅	正常	53320000509159997T		接受社会捐赠与政府资助，奖励为学院建设与发展做出突出贡献的优秀师生，资助贫困学生完成学业，资助南京化工职业技术学院的建设与发展
467	江苏省昆山市同丰路７６０号	至			1300.00 （单位：元 / 万元）	江苏中大公益基金会	基金会				路光	江苏省民政厅	正常	533200005091600075		资助老年福利服务项目；资助贫困家庭子女完成学业；资助其他社会福利活动
468	江苏省如皋市如城镇益寿路６６６号	至			200.00 （单位：元 / 万元）	南通泰慕士爱心基金会	基金会				杨敏	江苏省民政厅	正常	533200005091600150		接受社会捐赠与政府资助，组织募捐，资助城乡特困人员就医和基本生活；资助其他社会福利
469	南京市邓府巷１９号Ａ１栋２８０３	至			500.00 （单位：元 / 万元）	南京心汇心公益基金会	基金会				潘异		正常	5332010034148797XJ		（一）？定向捐助南京地区患有疾病需要帮扶的贫困人员。？？（二）？资助国内偏远地区农村中小学完善教学设施。？？（三）？资助家庭困难的在校大学生完成学业。？？（四）？资助国内发生自然灾害、环境污染地区的群众恢复正常生活？？（五）？资助南京市社区公益活动。
470	广州路２０８号古南都饭店８１７室	至			200.00 （单位：元 / 万元）	南京明德慈善基金会	基金会				姚秋明		正常	533201003415506095		（一）重点帮扶江苏及南京餐饮商会所属酒店餐饮企业困难员工，特别是长期从事酒店餐饮行业、罹患严重疾病并因病致贫、无法度过当前困难的行业老职工；？？（二）资助酒店餐饮业的培训机构开展对贫困地区助学、助教、培训、服务和就业安置等活动；？？（三）对南京及周边地区遭受突发严重自然灾害的（地震、洪灾等）群众及设施开展援助；？？（四）资助南京养老机构，改善养老机构老人生活条件；？？（五）资助南京的社区社会组织及服务机构，开展面向社区的公益项目。
471	nan	2016-02-05 至 2021-02-04		2016-02-05	1000.00 （单位：元 / 万元）	南京市扶贫基金会	基金会				王群智	中国共产党南京市委员会农村工作委员会	正常	53320100MJ5587006M		（一）面向南京市域范围的公众募捐，接受国内外组织和个人的捐赠；？？（二）资助南京的贫困村、社区开展教育、卫生、环境和文化建设；？？（三）扶持南京贫困家庭和人口改善生产生活条件；？？（四）实施资金项目扶贫，扶持农业发展项目及农村公共设施建设项目。
472	南京仙林大学城仙林大道１３６号	至			200.00 （单位：元 / 万元）	南京外国语学校仙林分校教育发展基金会	基金会				滕新元	南京市教育局	正常	53320100MJ5587014G		１、接受政府资助和境内外法人与自然人的捐赠；？？２、资助家庭困难学生完成学业；？？３、奖励南京外国语学校及仙林分校优秀教师和学生；？？４、资助南京外国语学校及仙林分校的建设与发展。？？５、为保值增值，管理运作好基金；
473	江宁开发区吉印大道１９９９号	至			200.00 （单位：元 / 万元）	南京师范大学附属中学江宁分校教育发展基金会	基金会				张士民	南京市教育局	正常	53320100MJ55870306		接受政府资助与社会捐赠；为保值增值，管理运作好基金；资助南京师范大学附属中学江宁分校特困生完成学业；奖励南京师范大学附属中学江宁分校优秀教师和学生；支持南京师范大学附属中学江宁分校教育事业的建设与发展。
474	南京市金陵中学河西分校行政楼二楼小会议室	至			200.00 （单位：元 / 万元）	南京市金陵中学河西分校教育发展基金会	基金会				朱焱	南京市教育局	正常	53320100MJ55870493		１．支持南京市金陵中学河西分校教学设备及基础设施的改善；？？２．资助南京市金陵中学河西分校聘请国内外知名教育专家、学者来校讲学；？？３．资助南京市金陵中学河西分校优秀教师进行专业培训、深造，奖励教育教学取得突出成绩的教师；？？４．资助南京市金陵中学河西分校贫困学生，奖励优秀学生。
475	南京市秦淮区长乐路６８号南京市第一医院１号楼７楼面积１４㎡办公室	至			200.00 （单位：元 / 万元）	南京市第一医院医学发展医疗救助基金会	基金会				刘军	南京市卫生局	正常	53320100MJ5587057X		①接受法人、自然人和其他组织的捐赠；？？②实施对需要紧急救治的特困群体医疗费用的资助；？？③支持医院医学研究、医学教育及医学事业的发展与建设。
